material_id,descricao,criticidade_engenharia,lead_time_dias,custo_unitario,consumo_mensal,estoque_atual,estoque_cobertura_meses,score_criticidade
SB-MOT-0219,Motor 30 kW IP55,3,12,160.93,11,17,1.5454545454545454,0.36780424798458866
SB-MOT-0104,Motor 30 kW IP55,3,17,35.55,6,6,1.0,0.3643511694503463
MP-DAP-0126,Fosfato diamônico (DAP),1,36,166.14,91,41,0.45054945054945056,0.3625852054411986
IP-CAT-0308,Catalisador linha amônia,3,8,122.22,37,43,1.162162162162162,0.36094969193934445
SB-COR-0391,Correia transportadora 800 mm,3,23,76.86,38,62,1.631578947368421,0.36066990846656627
IP-FLX-0216,Fluxo para granulação,3,12,82.74,99,112,1.1313131313131313,0.35853293017300175
SB-COR-0016,Correia transportadora 800 mm,3,13,146.93,37,60,1.6216216216216217,0.3579986184065294
IP-ADP-0137,Aditivo anti-empedrante granulação,2,26,114.31,65,56,0.8615384615384616,0.35759616998466603
SB-SEN-0156,Sensor de nível ultrassônico,3,17,99.49,11,17,1.5454545454545454,0.3548980770626652
SB-ROL-0052,Rolamento 6205-2RS,3,7,160.48,36,52,1.4444444444444444,0.35468901962271954
IP-CAT-0310,Catalisador linha amônia,2,17,187.52,43,40,0.9302325581395349,0.3544254592626058
SB-ROL-0113,Rolamento 6205-2RS,3,24,33.96,55,82,1.490909090909091,0.35269026458313923
SB-BOM-0258,Bomba centrífuga aço inox 3”,3,9,72.03,2,2,1.0,0.35069535250890665
SB-BOM-0159,Bomba centrífuga aço inox 3”,3,20,69.14,29,45,1.5517241379310345,0.35025247546507127
SB-SEN-0322,Sensor de nível ultrassônico,2,36,74.67,51,62,1.2156862745098038,0.34879945025704084
MP-MAP-0155,Fosfato monoamônico (MAP),1,37,170.02,108,76,0.7037037037037037,0.3481213771568587
SB-BOM-0262,Bomba centrífuga aço inox 3”,3,12,43.48,1,1,1.0,0.3475650284191798
SB-AGI-0109,Agitador tanque 5 m³,3,19,42.77,25,34,1.36,0.34717633380249807
IP-FLX-0045,Fluxo para granulação,2,20,140.91,96,86,0.8958333333333334,0.3441074784364309
MP-MAP-0352,Fosfato monoamônico (MAP),2,24,135.64,178,194,1.0898876404494382,0.3421467248982903
IP-FLX-0252,Fluxo para granulação,2,25,109.66,97,94,0.9690721649484536,0.34192032131362693
SB-MOT-0364,Motor 30 kW IP55,3,20,95.82,18,33,1.8333333333333333,0.3418588799539706
SB-MOT-0338,Motor 30 kW IP55,3,7,105.57,34,42,1.2352941176470589,0.3414490445459381
SB-COR-0141,Correia transportadora 800 mm,2,24,166.15,61,80,1.3114754098360655,0.3408227566449649
SB-SEN-0278,Sensor de nível ultrassônico,3,12,66.69,8,10,1.25,0.3398498272503562
MP-H2SO4-0129,Ácido sulfúrico (H₂SO₄),1,33,189.12,136,101,0.7426470588235294,0.3385626377869261
SB-MOT-0147,Motor 30 kW IP55,3,18,89.49,26,45,1.7307692307692308,0.33832076058880756
SB-AGI-0243,Agitador tanque 5 m³,3,7,114.47,21,29,1.380952380952381,0.33438869225563916
SB-ROL-0097,Rolamento 6205-2RS,3,16,93.78,21,36,1.7142857142857142,0.3335845377371488
SB-AGI-0057,Agitador tanque 5 m³,3,22,37.92,20,33,1.65,0.33330762403378167
IP-ADP-0171,Aditivo anti-empedrante granulação,2,27,86.17,67,69,1.0298507462686568,0.332353706309086
SB-AGI-0199,Agitador tanque 5 m³,3,7,105.7,20,27,1.35,0.33207204849749367
MP-AMN-0361,Nitrato de amônio,1,28,222.5,102,81,0.7941176470588235,0.33165852249486494
SB-MOT-0178,Motor 30 kW IP55,3,16,95.44,12,21,1.75,0.33156362226052205
IP-ADP-0110,Aditivo anti-empedrante granulação,1,30,210.29,40,33,0.825,0.3308138609746835
IP-CAT-0355,Catalisador linha amônia,1,29,230.33,63,58,0.9206349206349206,0.329818501330146
SB-ROL-0378,Rolamento 6205-2RS,3,19,10.0,25,35,1.4,0.325697415867556
SB-VAL-0356,Válvula esfera 2” PVDF,3,11,109.79,41,69,1.6829268292682926,0.3238651826742722
SB-ROL-0121,Rolamento 6205-2RS,3,7,81.17,7,9,1.2857142857142858,0.3237561963723632
SB-BOM-0125,Bomba centrífuga aço inox 3”,3,6,82.82,22,28,1.2727272727272727,0.32150431311032157
SB-ROL-0254,Rolamento 6205-2RS,3,12,89.99,33,54,1.6363636363636365,0.3209513324558445
IP-ANT-0070,Antiespumante para reator,1,29,177.7,46,32,0.6956521739130435,0.31914790979598645
SB-ROL-0144,Rolamento 6205-2RS,3,5,138.89,23,38,1.6521739130434783,0.3171221678737675
SB-SEN-0190,Sensor de nível ultrassônico,3,10,86.65,16,25,1.5625,0.3167080827487429
SB-BOM-0099,Bomba centrífuga aço inox 3”,2,23,149.55,31,45,1.4516129032258065,0.3158301354007366
SB-ROL-0374,Rolamento 6205-2RS,3,4,106.84,29,41,1.4137931034482758,0.3147376742303511
SB-MOT-0166,Motor 30 kW IP55,3,8,68.03,15,21,1.4,0.31128767364803106
SB-ROL-0248,Rolamento 6205-2RS,3,8,90.27,60,94,1.5666666666666667,0.30989898059103377
SB-ROL-0082,Rolamento 6205-2RS,3,4,128.32,45,73,1.6222222222222222,0.3094869951007879
IP-ADP-0282,Aditivo anti-empedrante granulação,2,19,83.62,82,76,0.926829268292683,0.30552703003276727
SB-SEN-0340,Sensor de nível ultrassônico,3,16,55.19,20,36,1.8,0.305110335938211
IP-CAT-0162,Catalisador linha amônia,2,8,198.31,27,32,1.1851851851851851,0.30127491391836386
SB-VAL-0096,Válvula esfera 2” PVDF,2,11,196.98,3,4,1.3333333333333333,0.30104476366059946
SB-COR-0072,Correia transportadora 800 mm,2,22,54.3,1,1,1.0,0.2959418495505454
SB-MOT-0095,Motor 30 kW IP55,2,30,80.76,20,33,1.65,0.2909775352902015
SB-VAL-0292,Válvula esfera 2” PVDF,3,10,59.61,33,56,1.696969696969697,0.29062656549748606
IP-ANT-0168,Antiespumante para reator,2,13,103.68,57,54,0.9473684210526315,0.2895424953324654
SB-COR-0264,Correia transportadora 800 mm,3,11,38.55,29,47,1.6206896551724137,0.2894615367145985
IP-CAT-0196,Catalisador linha amônia,2,15,221.47,101,188,1.8613861386138615,0.28808380816473994
SB-AGI-0033,Agitador tanque 5 m³,3,14,67.26,13,26,2.0,0.28685790553543655
IP-ANT-0227,Antiespumante para reator,2,14,122.5,30,35,1.1666666666666667,0.28615772298165987
SB-SEN-0273,Sensor de nível ultrassônico,3,13,12.24,57,91,1.5964912280701755,0.2853302793068464
SB-BOM-0170,Bomba centrífuga aço inox 3”,2,23,116.81,13,21,1.6153846153846154,0.2841719158331833
SB-AGI-0068,Agitador tanque 5 m³,2,20,56.56,25,27,1.08,0.28213116700290397
SB-VAL-0229,Válvula esfera 2” PVDF,2,21,89.25,40,55,1.375,0.280206670186406
SB-VAL-0004,Válvula esfera 2” PVDF,3,12,55.44,46,88,1.9130434782608696,0.2789877184276777
SB-SEN-0015,Sensor de nível ultrassônico,2,14,140.77,46,64,1.391304347826087,0.27779062453032766
SB-AGI-0041,Agitador tanque 5 m³,2,17,59.21,6,6,1.0,0.27747993236355145
SB-MOT-0115,Motor 30 kW IP55,3,3,113.47,54,101,1.8703703703703705,0.276567837182991
SB-VAL-0014,Válvula esfera 2” PVDF,3,5,39.11,20,30,1.5,0.2742906055132379
SB-BOM-0213,Bomba centrífuga aço inox 3”,2,8,118.64,1,1,1.0,0.27232161628644125
SB-SEN-0022,Sensor de nível ultrassônico,2,10,102.82,1,1,1.0,0.27201778898403806
SB-MOT-0251,Motor 30 kW IP55,2,17,93.64,11,15,1.3636363636363635,0.2666295997263116
SB-BOM-0275,Bomba centrífuga aço inox 3”,2,25,93.02,58,107,1.8448275862068966,0.2605447582950936
SB-COR-0175,Correia transportadora 800 mm,2,14,125.65,49,74,1.510204081632653,0.2596060366804071
SB-BOM-0242,Bomba centrífuga aço inox 3”,3,3,90.69,15,29,1.9333333333333333,0.2587406768601041
IP-FLX-0316,Fluxo para granulação,1,24,142.5,34,32,0.9411764705882353,0.2582036766772324
SB-ROL-0304,Rolamento 6205-2RS,2,17,75.56,23,31,1.3478260869565217,0.25789954244111557
SB-VAL-0128,Válvula esfera 2” PVDF,3,2,23.86,49,73,1.489795918367347,0.25395720854995857
SB-ROL-0100,Rolamento 6205-2RS,3,3,46.18,27,46,1.7037037037037037,0.25295861109428286
SB-ROL-0395,Rolamento 6205-2RS,2,14,74.16,4,5,1.25,0.2524694525374309
IP-FLX-0268,Fluxo para granulação,2,15,81.12,70,95,1.3571428571428572,0.251742681920301
SB-ROL-0312,Rolamento 6205-2RS,3,1,60.0,11,19,1.7272727272727273,0.2502111062501138
IP-FLX-0287,Fluxo para granulação,1,28,98.74,32,31,0.96875,0.24859929575091083
SB-COR-0203,Correia transportadora 800 mm,2,2,157.55,20,25,1.25,0.24789450275029648
SB-SEN-0370,Sensor de nível ultrassônico,2,13,138.82,14,24,1.7142857142857142,0.24586504360190745
IP-CAT-0382,Catalisador linha amônia,1,21,159.41,74,79,1.0675675675675675,0.24446332335334098
SB-ROL-0297,Rolamento 6205-2RS,2,5,108.65,25,28,1.12,0.24418112724478946
SB-ROL-0253,Rolamento 6205-2RS,2,1,174.14,11,15,1.3636363636363635,0.24350185730533286
SB-BOM-0318,Bomba centrífuga aço inox 3”,2,23,65.98,26,46,1.7692307692307692,0.24329332431861087
SB-AGI-0133,Agitador tanque 5 m³,2,11,85.48,66,85,1.2878787878787878,0.24291863148392076
SB-VAL-0247,Válvula esfera 2” PVDF,2,22,10.0,23,31,1.3478260869565217,0.24270721331985123
SB-SEN-0063,Sensor de nível ultrassônico,2,16,77.4,6,9,1.5,0.24214761908385837
SB-VAL-0225,Válvula esfera 2” PVDF,2,21,40.98,17,26,1.5294117647058822,0.24070201080132875
SB-AGI-0397,Agitador tanque 5 m³,1,26,115.0,21,23,1.0952380952380953,0.2387275598326766
SB-BOM-0085,Bomba centrífuga aço inox 3”,2,8,105.39,37,50,1.3513513513513513,0.23602599958751622
MP-KCL-0389,Cloreto de potássio (KCl),1,19,153.67,99,105,1.0606060606060606,0.23337713100399363
SB-COR-0081,Correia transportadora 800 mm,2,23,10.0,27,41,1.5185185185185186,0.23288336263033382
SB-ROL-0112,Rolamento 6205-2RS,2,18,43.42,12,18,1.5,0.23176693913581675
SB-VAL-0201,Válvula esfera 2” PVDF,2,1,161.6,41,60,1.4634146341463414,0.22832406251559578
SB-ROL-0091,Rolamento 6205-2RS,2,13,92.39,20,33,1.65,0.22539703988319315
SB-AGI-0221,Agitador tanque 5 m³,2,7,109.39,34,50,1.4705882352941178,0.22418589987162507
SB-SEN-0324,Sensor de nível ultrassônico,2,12,68.93,26,38,1.4615384615384615,0.22366687285524792
SB-AGI-0146,Agitador tanque 5 m³,2,22,11.61,20,33,1.65,0.2187083953884762
IP-FLX-0363,Fluxo para granulação,1,8,198.39,49,49,1.0,0.2165743144911585
IP-CAT-0384,Catalisador linha amônia,1,17,155.04,98,116,1.183673469387755,0.21552482784399424
IP-CAT-0393,Catalisador linha amônia,1,26,50.0,60,57,0.95,0.21462381569827083
SB-VAL-0245,Válvula esfera 2” PVDF,2,15,41.99,33,52,1.5757575757575757,0.21202089253446937
SB-COR-0272,Correia transportadora 800 mm,1,21,82.09,5,5,1.0,0.2071250314563336
SB-MOT-0092,Motor 30 kW IP55,2,5,98.23,2,3,1.5,0.20709586593824586
SB-ROL-0069,Rolamento 6205-2RS,2,10,67.09,35,55,1.5714285714285714,0.20511887091215084
SB-SEN-0088,Sensor de nível ultrassônico,2,8,65.05,53,83,1.5660377358490567,0.19595639452644614
IP-CAT-0010,Catalisador linha amônia,1,17,61.81,62,53,0.8548387096774194,0.19088061235457449
SB-MOT-0098,Motor 30 kW IP55,1,23,73.5,31,40,1.2903225806451613,0.18691716136358505
SB-MOT-0281,Motor 30 kW IP55,2,8,39.46,31,47,1.5161290322580645,0.1858680203518777
SB-COR-0043,Correia transportadora 800 mm,1,14,136.14,49,62,1.2653061224489797,0.18560083307433142
SB-ROL-0143,Rolamento 6205-2RS,1,29,75.24,7,12,1.7142857142857142,0.17838157168765503
SB-AGI-0232,Agitador tanque 5 m³,2,5,35.9,17,25,1.4705882352941178,0.17493225416841318
SB-COR-0062,Correia transportadora 800 mm,1,15,124.33,27,37,1.3703703703703705,0.17462995491779243
SB-AGI-0195,Agitador tanque 5 m³,1,18,80.74,16,20,1.25,0.17306979953087906
SB-AGI-0009,Agitador tanque 5 m³,2,8,46.05,36,64,1.7777777777777777,0.16797091211614643
SB-AGI-0301,Agitador tanque 5 m³,2,8,28.18,18,30,1.6666666666666667,0.16720798383375773
SB-ROL-0387,Rolamento 6205-2RS,2,8,61.19,31,59,1.903225806451613,0.16603795018239564
SB-SEN-0276,Sensor de nível ultrassônico,2,1,77.23,36,60,1.6666666666666667,0.1647644571058013
SB-ROL-0124,Rolamento 6205-2RS,1,19,85.44,38,55,1.4473684210526316,0.16365645554812736
IP-ANT-0314,Antiespumante para reator,1,6,135.68,101,117,1.1584158415841583,0.16025258324640584
SB-VAL-0024,Válvula esfera 2” PVDF,1,14,87.46,23,32,1.391304347826087,0.14820929118060377
SB-VAL-0188,Válvula esfera 2” PVDF,1,11,130.94,28,43,1.5357142857142858,0.14772809972825734
SB-COR-0065,Correia transportadora 800 mm,1,10,101.28,42,60,1.4285714285714286,0.13585880453833918
SB-MOT-0169,Motor 30 kW IP55,1,11,110.38,38,65,1.7105263157894737,0.12191900524909212
SB-SEN-0002,Sensor de nível ultrassônico,1,13,94.64,28,48,1.7142857142857142,0.12134988121334432
SB-SEN-0026,Sensor de nível ultrassônico,1,9,76.25,9,13,1.4444444444444444,0.11642497824145479
SB-BOM-0346,Bomba centrífuga aço inox 3”,1,16,31.85,11,19,1.7272727272727273,0.09815019698023308
SB-AGI-0347,Agitador tanque 5 m³,1,2,10.0,11,19,1.7272727272727273,0.02670375614302441
